user_story_id,user_story_description,stakeholder_role,complexity,moscow_category,dependencies,weighted_score,final_priority,project_stage,timestamp,outcome
4060,Applicants must be able to apply for jobs directly through the platform.,General User,12,Must Have,,11.2,High,Planning,2017-08-31 12:33:41.310667,Approved
4061,Recruiters must be able to manage applications and communicate with applicants through the platform.,General User,14,Must Have,,11.4,High,Planning,2017-08-30 12:33:41.310667,Approved
4062,"193. As a job seeker, I want to be able to search and apply for jobs on a user-friendly platform.",General User,20,Won’t Have,,7.0,Low,Planning,2017-08-29 12:33:41.310667,Deferred
4063,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-08-28 12:33:41.310667,Deferred
4064,"Job seekers must be able to search for jobs by location, job title, and other relevant criteria.",General User,17,Must Have,,11.7,High,Planning,2017-08-27 12:33:41.310667,Approved
4065,Job seekers must be able to apply for jobs with their resume and cover letter.,General User,15,Must Have,,11.5,High,Planning,2017-08-26 12:33:41.310667,Approved
4066,Job seekers must be able to track their application status.,General User,10,Must Have,,11.0,High,Planning,2017-08-25 12:33:41.310667,Approved
4067,"194. As a recruiter, I want to be able to view resumes and cover letters in a user-friendly format.",General User,19,Won’t Have,,6.9,Low,Planning,2017-08-24 12:33:41.310667,Deferred
4068,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-08-23 12:33:41.310667,Deferred
4069,Resumes and cover letters must be displayed in a clear and organized manner.,General User,13,Must Have,,11.3,High,Planning,2017-08-22 12:33:41.310667,Approved
4070,Recruiters must be able to filter and sort applications based on relevant criteria.,General User,13,Must Have,,11.3,High,Planning,2017-08-21 12:33:41.310667,Approved
4071,Recruiters must be able to leave notes and feedback on applications.,General User,11,Must Have,,11.1,High,Planning,2017-08-20 12:33:41.310667,Approved
4072,"195.As a job seeker, I want to be able to receive job recommendations and alerts.",General User,15,Won’t Have,,6.5,Low,Planning,2017-08-19 12:33:41.310667,Deferred
4073,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-08-18 12:33:41.310667,Deferred
4074,The platform must be able to recommend jobs based on the job seeker's skills and preferences.,General User,16,Must Have,,11.6,High,Planning,2017-08-17 12:33:41.310667,Approved
4075,Job seekers must be able to receive alerts when new jobs matching their criteria are posted.,General User,16,Must Have,,11.6,High,Planning,2017-08-16 12:33:41.310667,Approved
4076,The platform must be able to provide personalized feedback to help job seekers improve their chances of getting hired.,General User,19,Must Have,,11.9,High,Planning,2017-08-15 12:33:41.310667,Approved
4077,"196. As a recruiter, I want to be able to manage job listings and applications efficiently.",General User,16,Won’t Have,,6.6,Low,Planning,2017-08-14 12:33:41.310667,Deferred
4078,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-08-13 12:33:41.310667,Deferred
4079,Recruiters must be able to edit and update job listings as needed.,General User,12,Must Have,,11.2,High,Planning,2017-08-12 12:33:41.310667,Approved
4080,Recruiters must be able to track and manage the progress of applications.,General User,12,Must Have,,11.2,High,Planning,2017-08-11 12:33:41.310667,Approved
4081,Recruiters must be able to collaborate with other team members on job listings and applications.,General User,15,Must Have,,11.5,High,Planning,2017-08-10 12:33:41.310667,Approved
4082,"197. As a job seeker, I want to be able to research companies and read reviews from other employees.",General User,19,Won’t Have,,6.9,Low,Planning,2017-08-09 12:33:41.310667,Deferred
4083,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-08-08 12:33:41.310667,Deferred
4084,"The platform must have information on companies, such as their history, culture, and employee benefits.",General User,15,Must Have,,11.5,High,Planning,2017-08-07 12:33:41.310667,Approved
4085,Job seekers must be able to read reviews from other employees and get a sense of the company's culture and work environment.,General User,22,Must Have,,12.2,High,Planning,2017-08-06 12:33:41.310667,Approved
4086,Job seekers must be able to ask questions and get answers from current or former employees.,General User,16,Must Have,,11.6,High,Planning,2017-08-05 12:33:41.310667,Approved
4087,"198. As a recruiter, I want to be able to assess candidates' skills and qualifications.",General User,15,Won’t Have,,6.5,Low,Planning,2017-08-04 12:33:41.310667,Deferred
4088,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-08-03 12:33:41.310667,Deferred
4089,"The platform must have tools for assessing candidates' skills, such as coding challenges or personality tests.",General User,16,Must Have,,11.6,High,Planning,2017-08-02 12:33:41.310667,Approved
4090,Recruiters must be able to view candidates' resumes and cover letters.,General User,11,Must Have,,11.1,High,Planning,2017-08-01 12:33:41.310667,Approved
4091,Recruiters must be able to conduct interviews through the platform.,General User,10,Must Have,,11.0,High,Planning,2017-07-31 12:33:41.310667,Approved
4092,"199. As a job seeker, I want to be able to receive feedback and guidance on my job search.",General User,19,Won’t Have,,6.9,Low,Planning,2017-07-30 12:33:41.310667,Deferred
4093,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-07-29 12:33:41.310667,Deferred
4094,The platform must provide personalized feedback on job applications and interviews.,General User,11,Must Have,,11.1,High,Planning,2017-07-28 12:33:41.310667,Approved
4095,Job seekers must be able to access resources and tools to help them improve their job search skills.,General User,18,Must Have,,11.8,High,Planning,2017-07-27 12:33:41.310667,Approved
4096,Job seekers must be able to connect with career coaches or mentors for guidance.,General User,14,Must Have,,11.4,High,Planning,2017-07-26 12:33:41.310667,Approved
4097,"200. As a recruiter, I want to be able to make offers and negotiate with candidates.",General User,16,Won’t Have,,6.6,Low,Planning,2017-07-25 12:33:41.310667,Deferred
4098,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-07-24 12:33:41.310667,Deferred
4099,Recruiters must be able to make offers to candidates through the platform.,General User,12,Must Have,,11.2,High,Planning,2017-07-23 12:33:41.310667,Approved
4100,Recruiters must be able to negotiate salary and other terms with candidates.,General User,12,Must Have,,11.2,High,Planning,2017-07-22 12:33:41.310667,Approved
4101,Recruiters must be able to track the progress of offers and acceptances.,General User,12,Must Have,,11.2,High,Planning,2017-07-21 12:33:41.310667,Approved
4103,User stories for News Aggregation,General User,5,Won’t Have,,5.5,Low,Planning,2017-07-20 12:33:41.310667,Deferred
4104,"200. As a user, I want to be able to access news articles from various sources in one place.",General User,19,Won’t Have,,6.9,Low,Planning,2017-07-19 12:33:41.310667,Deferred
4105,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-07-18 12:33:41.310667,Deferred
4106,The platform must aggregate news articles from multiple sources.,General User,9,Must Have,,10.9,High,Planning,2017-07-17 12:33:41.310667,Approved
4107,Users must be able to filter news articles by topic or source.,General User,12,Must Have,,11.2,High,Planning,2017-07-16 12:33:41.310667,Approved
4108,The platform must display news articles in a user-friendly format.,General User,10,Must Have,,11.0,High,Planning,2017-07-15 12:33:41.310667,Approved
4109,"201. As a user, I want to be able to read news articles offline.",General User,14,Won’t Have,,6.4,Low,Planning,2017-07-14 12:33:41.310667,Deferred
4110,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-07-13 12:33:41.310667,Deferred
4111,Users must be able to save news articles for offline reading.,General User,11,Must Have,,11.1,High,Planning,2017-07-12 12:33:41.310667,Approved
4112,The platform must display saved news articles in a user-friendly format.,General User,11,Must Have,,11.1,High,Planning,2017-07-11 12:33:41.310667,Approved
4113,The platform must synchronize saved news articles across devices.,General User,9,Must Have,,10.9,High,Planning,2017-07-10 12:33:41.310667,Approved
4114,"202. As a user, I want to be able to receive news alerts on my mobile device.",General User,17,Won’t Have,,6.7,Low,Planning,2017-07-09 12:33:41.310667,Deferred
4115,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-07-08 12:33:41.310667,Deferred
4116,The platform must send push notifications for breaking news or important events.,General User,12,Must Have,,11.2,High,Planning,2017-07-07 12:33:41.310667,Approved
4117,Users must be able to customize their news alerts based on their interests.,General User,13,Must Have,,11.3,High,Planning,2017-07-06 12:33:41.310667,Approved
4118,The platform must display news alerts in a user-friendly format.,General User,10,Must Have,,11.0,High,Planning,2017-07-05 12:33:41.310667,Approved
4119,"203.As a user, I want to be able to share news articles on social media.",General User,15,Won’t Have,,6.5,Low,Planning,2017-07-04 12:33:41.310667,Deferred
4120,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-07-03 12:33:41.310667,Deferred
4121,Users must be able to share news articles on popular social media platforms.,General User,13,Must Have,,11.3,High,Planning,2017-07-02 12:33:41.310667,Approved
4122,The platform must provide options for customizing the sharing message.,General User,10,Must Have,,11.0,High,Planning,2017-07-01 12:33:41.310667,Approved
4123,The platform must track the number of shares for each news article.,General User,12,Must Have,,11.2,High,Planning,2017-06-30 12:33:41.310667,Approved
4124,"204. As a user, I want to be able to save news articles for later reading.",General User,16,Won’t Have,,6.6,Low,Planning,2017-06-29 12:33:41.310667,Deferred
4125,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-06-28 12:33:41.310667,Deferred
4126,Users must be able to save news articles to a reading list or favorites.,General User,14,Must Have,,11.4,High,Planning,2017-06-27 12:33:41.310667,Approved
4127,The platform must display saved news articles in a user-friendly format.,General User,11,Must Have,,11.1,High,Planning,2017-06-26 12:33:41.310667,Approved
4128,Users must be able to remove saved news articles from their list.,General User,12,Must Have,,11.2,High,Planning,2017-06-25 12:33:41.310667,Approved
4129,"205. As a user, I want to be able to access news articles in multiple languages.",General User,16,Won’t Have,,6.6,Low,Planning,2017-06-24 12:33:41.310667,Deferred
4130,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-06-23 12:33:41.310667,Deferred
4131,The platform must support multiple languages for news articles.,General User,9,Must Have,,10.9,High,Planning,2017-06-22 12:33:41.310667,Approved
4132,Users must be able to filter news articles by language.,General User,10,Must Have,,11.0,High,Planning,2017-06-21 12:33:41.310667,Approved
4133,The platform must display news articles in a user-friendly format for each language.,General User,13,Must Have,,11.3,High,Planning,2017-06-20 12:33:41.310667,Approved
4134,"206. As a user, I want to be able to search for news articles based on keywords or phrases.",General User,19,Won’t Have,,6.9,Low,Planning,2017-06-19 12:33:41.310667,Deferred
4135,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-06-18 12:33:41.310667,Deferred
4136,Users must be able to search for news articles using a search bar.,General User,13,Must Have,,11.3,High,Planning,2017-06-17 12:33:41.310667,Approved
4137,The platform must display search results in a user-friendly format.,General User,10,Must Have,,11.0,High,Planning,2017-06-16 12:33:41.310667,Approved
4138,"Users must be able to filter search results by date, source, or relevance.",General User,13,Must Have,,11.3,High,Planning,2017-06-15 12:33:41.310667,Approved
4139,"207. As a user, I want to be able to receive personalized news recommendations.",General User,14,Won’t Have,,6.4,Low,Planning,2017-06-14 12:33:41.310667,Deferred
4140,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-06-13 12:33:41.310667,Deferred
4141,The platform must use user data to recommend news articles based on interests.,General User,13,Must Have,,11.3,High,Planning,2017-06-12 12:33:41.310667,Approved
4142,Users must be able to provide feedback on recommended news articles.,General User,11,Must Have,,11.1,High,Planning,2017-06-11 12:33:41.310667,Approved
4143,The platform must display recommended news articles in a user-friendly format.,General User,11,Must Have,,11.1,High,Planning,2017-06-10 12:33:41.310667,Approved
4144,"208. As a user, I want to be able to access news articles from different regions.",General User,16,Won’t Have,,6.6,Low,Planning,2017-06-09 12:33:41.310667,Deferred
4145,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-06-08 12:33:41.310667,Deferred
4146,The platform must aggregate news articles from different regions.,General User,9,Must Have,,10.9,High,Planning,2017-06-07 12:33:41.310667,Approved
4147,Users must be able to filter news articles by region.,General User,10,Must Have,,11.0,High,Planning,2017-06-06 12:33:41.310667,Approved
4148,The platform must display news articles in a user-friendly format for each region.,General User,13,Must Have,,11.3,High,Planning,2017-06-05 12:33:41.310667,Approved
4149,"209. As a user, I want to be able to access news articles on different devices.",General User,16,Won’t Have,,6.6,Low,Planning,2017-06-04 12:33:41.310667,Deferred
4150,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-06-03 12:33:41.310667,Deferred
4151,"The platform must be accessible on multiple devices, including desktop and mobile.",General User,12,Must Have,,11.2,High,Planning,2017-06-02 12:33:41.310667,Approved
4152,Users must be able to synchronize their news reading across devices.,General User,11,Must Have,,11.1,High,Planning,2017-06-01 12:33:41.310667,Approved
4153,The platform must display news articles in a user-friendly format for each device.,General User,13,Must Have,,11.3,High,Planning,2017-05-31 12:33:41.310667,Approved
4155,User stories for online Grocery Shopping,General User,6,Won’t Have,,5.6,Low,Planning,2017-05-30 12:33:41.310667,Deferred
4156,"210. As a user, I want to be able to easily browse through different categories of groceries such as fruits, vegetables, dairy products, etc. and add items to my cart.",General User,30,Won’t Have,,8.0,Low,Planning,2017-05-29 12:33:41.310667,Deferred
4157,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-05-28 12:33:41.310667,Deferred
4158,The website/app should have clear and organized categories for different types of groceries.,General User,13,Should Have,,9.3,Medium,Planning,2017-05-27 12:33:41.310667,Approved
4159,Users should be able to easily navigate between different categories and subcategories.,General User,12,Should Have,,9.2,Medium,Planning,2017-05-26 12:33:41.310667,Approved
4160,Users should be able to add items to their cart with just a few clicks.,General User,15,Should Have,,9.5,Medium,Planning,2017-05-25 12:33:41.310667,Approved
4161,"211. As a user, I want to be able to search for specific items using keywords, so that I can easily find what I'm looking for.",General User,26,Won’t Have,,7.6,Low,Planning,2017-05-24 12:33:41.310667,Deferred
4162,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-05-23 12:33:41.310667,Deferred
4163,The website/app should have a search bar that allows users to enter keywords related to the item they are looking for.,General User,21,Should Have,,10.1,Medium,Planning,2017-05-22 12:33:41.310667,Approved
4164,The search results should be accurate and relevant to the keywords entered by the user.,General User,15,Should Have,,9.5,Medium,Planning,2017-05-21 12:33:41.310667,Approved
4165,Users should be able to easily add items to their cart from the search results page.,General User,16,Should Have,,9.6,Medium,Planning,2017-05-20 12:33:41.310667,Approved
4166,"212. As a user, I want to be able to view detailed information about each item, such as nutritional information, price per unit, etc.",General User,24,Won’t Have,,7.4,Low,Planning,2017-05-19 12:33:41.310667,Deferred
4167,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-05-18 12:33:41.310667,Deferred
4169,"The website/app should display detailed information about each item, including nutritional information, ingredients, price per unit, etc.",General User,17,Should Have,,9.7,Medium,Planning,2017-05-17 12:33:41.310667,Approved
4170,The information should be easy to read and understand.,General User,9,Should Have,,8.9,Medium,Planning,2017-05-16 12:33:41.310667,Approved
4171,Users should be able to access this information with just a few clicks.,General User,13,Should Have,,9.3,Medium,Planning,2017-05-15 12:33:41.310667,Approved
4172,"213. As a user, I want to be able to view my cart and checkout when I'm ready to purchase my groceries.",General User,22,Won’t Have,,7.2,Low,Planning,2017-05-14 12:33:41.310667,Deferred
4173,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-05-13 12:33:41.310667,Deferred
4174,"The website/app should display a clear and organized view of the user's cart, including the total price and quantity of each item.",General User,22,Should Have,,10.2,Medium,Planning,2017-05-12 12:33:41.310667,Approved
4175,Users should be able to easily remove items from their cart or change the quantity of an item.,General User,18,Should Have,,9.8,Medium,Planning,2017-05-11 12:33:41.310667,Approved
4176,Users should be able to securely checkout when they are ready to purchase their groceries.,General User,15,Should Have,,9.5,Medium,Planning,2017-05-10 12:33:41.310667,Approved
4177,"214. As a user, I want to be able to select a delivery time that is convenient for me.",General User,19,Won’t Have,,6.9,Low,Planning,2017-05-09 12:33:41.310667,Deferred
4178,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-05-08 12:33:41.310667,Deferred
4179,The website/app should display available delivery times and dates based on the user's location.,General User,14,Should Have,,9.4,Medium,Planning,2017-05-07 12:33:41.310667,Approved
4180,Users should be able to easily select a delivery time that works for them.,General User,14,Should Have,,9.4,Medium,Planning,2017-05-06 12:33:41.310667,Approved
4181,The delivery time should be confirmed and displayed to the user before they checkout.,General User,14,Should Have,,9.4,Medium,Planning,2017-05-05 12:33:41.310667,Approved
4182,"215. As a user, I want to be able to save my shopping cart for later.",General User,16,Won’t Have,,6.6,Low,Planning,2017-05-04 12:33:41.310667,Deferred
4183,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-05-03 12:33:41.310667,Deferred
4184,The website/app should allow users to save their shopping cart for future use.,General User,13,Should Have,,9.3,Medium,Planning,2017-05-02 12:33:41.310667,Approved
4185,The saved cart should be accessible from any device or browser that the user is logged in to.,General User,18,Should Have,,9.8,Medium,Planning,2017-05-01 12:33:41.310667,Approved
4186,Users should be able to easily load a saved cart and make changes to it before checking out.,General User,18,Should Have,,9.8,Medium,Planning,2017-04-30 12:33:41.310667,Approved
4187,"216. As a user, I want to be able to track my order status and delivery.",General User,16,Won’t Have,,6.6,Low,Planning,2017-04-29 12:33:41.310667,Deferred
4188,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-04-28 12:33:41.310667,Deferred
4189,"The website/app should provide real-time updates on the status of the user's order, including when it has been picked, packed, and shipped.",General User,22,Should Have,,10.2,Medium,Planning,2017-04-27 12:33:41.310667,Approved
4190,Users should be able to easily track their order and view the estimated delivery time.,General User,15,Should Have,,9.5,Medium,Planning,2017-04-26 12:33:41.310667,Approved
4191,The delivery status should be updated in real-time.,General User,8,Should Have,,8.8,Medium,Planning,2017-04-25 12:33:41.310667,Approved
4192,"217. As a user, I want to be able to easily reorder items that I have previously purchased.",General User,18,Won’t Have,,6.8,Low,Planning,2017-04-24 12:33:41.310667,Deferred
4193,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-04-23 12:33:41.310667,Deferred
4194,The website/app should display a list of the user's past orders and the items that were purchased in each order.,General User,20,Should Have,,10.0,Medium,Planning,2017-04-22 12:33:41.310667,Approved
4195,Users should be able to easily add items from past orders to their cart.,General User,14,Should Have,,9.4,Medium,Planning,2017-04-21 12:33:41.310667,Approved
4196,The reordering feature should save users time and make it easy to purchase items they frequently buy.,General User,17,Should Have,,9.7,Medium,Planning,2017-04-20 12:33:41.310667,Approved
4197,"218. As a user, I want to be able to easily cancel or modify my order if necessary.",General User,18,Won’t Have,,6.8,Low,Planning,2017-04-19 12:33:41.310667,Deferred
4198,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-04-18 12:33:41.310667,Deferred
4200,The website/app should allow users to cancel or modify their order up until a certain point before delivery.,General User,18,Should Have,,9.8,Medium,Planning,2017-04-17 12:33:41.310667,Approved
4201,"Users should be able to easily make changes to their order, such as adding or removing items or changing the delivery time.",General User,22,Should Have,,10.2,Medium,Planning,2017-04-16 12:33:41.310667,Approved
4202,The cancellation and modification process should be clear and easy to follow.,General User,12,Should Have,,9.2,Medium,Planning,2017-04-15 12:33:41.310667,Approved
4204,User stories for invoice generate for purchase,General User,7,Won’t Have,,5.7,Low,Planning,2017-04-14 12:33:41.310667,Deferred
4205,"219. As a small business owner, I want to generate an invoice for the products I purchased from a supplier, so that I can keep track of my expenses and pay the supplier on time.",General User,35,Won’t Have,,8.5,Low,Planning,2017-04-13 12:33:41.310667,Deferred
4206,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-04-12 12:33:41.310667,Deferred
4207,"The invoice generation should include the supplier's details, the purchase date, and the product details.",General User,15,Should Have,,9.5,Medium,Planning,2017-04-11 12:33:41.310667,Approved
4208,"The invoice should display the total cost, including any applicable taxes and discounts.",General User,13,Should Have,,9.3,Medium,Planning,2017-04-10 12:33:41.310667,Approved
4209,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-04-09 12:33:41.310667,Approved
4210,The invoice should be downloadable in PDF format.,General User,8,Should Have,,8.8,Medium,Planning,2017-04-08 12:33:41.310667,Approved
4211,"The invoice should allow me to add notes or comments, if needed.",General User,12,Should Have,,9.2,Medium,Planning,2017-04-07 12:33:41.310667,Approved
4212,"220. As a freelancer, I want to generate an invoice for the services I provided to a client, so that I can get paid for my work.",General User,27,Won’t Have,,7.7,Low,Planning,2017-04-06 12:33:41.310667,Deferred
4213,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-04-05 12:33:41.310667,Deferred
4214,"The invoice generation should include the client's details, the service date, and the service details.",General User,15,Should Have,,9.5,Medium,Planning,2017-04-04 12:33:41.310667,Approved
4215,"The invoice should display the hourly rate or project fee, and the total amount due.",General User,15,Should Have,,9.5,Medium,Planning,2017-04-03 12:33:41.310667,Approved
4216,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-04-02 12:33:41.310667,Approved
4217,The invoice should be customizable with my logo and branding.,General User,10,Should Have,,9.0,Medium,Planning,2017-04-01 12:33:41.310667,Approved
4218,"The invoice should allow me to track payment status and send reminders, if needed.",General User,14,Should Have,,9.4,Medium,Planning,2017-03-31 12:33:41.310667,Approved
4219,"221. As an online shopper, I want to generate an invoice for the products I purchased from an e-commerce website, so that I can keep track of my orders and return items if necessary.",General User,34,Won’t Have,,8.4,Low,Planning,2017-03-30 12:33:41.310667,Deferred
4220,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-03-29 12:33:41.310667,Deferred
4221,"The invoice generation should include the website's details, the order date, and the product details.",General User,15,Should Have,,9.5,Medium,Planning,2017-03-28 12:33:41.310667,Approved
4222,"The invoice should display the total cost, including shipping and taxes.",General User,11,Should Have,,9.1,Medium,Planning,2017-03-27 12:33:41.310667,Approved
4223,The invoice should provide order and tracking information.,General User,8,Should Have,,8.8,Medium,Planning,2017-03-26 12:33:41.310667,Approved
4224,The invoice should be downloadable in PDF format.,General User,8,Should Have,,8.8,Medium,Planning,2017-03-25 12:33:41.310667,Approved
4225,"The invoice should allow me to request returns or refunds, if needed.",General User,12,Should Have,,9.2,Medium,Planning,2017-03-24 12:33:41.310667,Approved
4226,"222. As a contractor, I want to generate an invoice for the services I provided to a client, so that I can bill them for my work and get paid for my time.",General User,33,Won’t Have,,8.3,Low,Planning,2017-03-23 12:33:41.310667,Deferred
4227,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-03-22 12:33:41.310667,Deferred
4228,"The invoice generation should include the client's details, the service date, and the service details.",General User,15,Should Have,,9.5,Medium,Planning,2017-03-21 12:33:41.310667,Approved
4229,"The invoice should display the hourly rate or project fee, and the total amount due.",General User,15,Should Have,,9.5,Medium,Planning,2017-03-20 12:33:41.310667,Approved
4230,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-03-19 12:33:41.310667,Approved
4231,The invoice should be customizable with my logo and branding.,General User,10,Should Have,,9.0,Medium,Planning,2017-03-18 12:33:41.310667,Approved
4232,"The invoice should allow me to track payment status and send reminders, if needed.",General User,14,Should Have,,9.4,Medium,Planning,2017-03-17 12:33:41.310667,Approved
4233,"223.As a nonprofit organization, I want to generate an invoice for the donations we received from our supporters, so that we can keep track of our fundraising efforts and issue tax receipts.",General User,32,Won’t Have,,8.2,Low,Planning,2017-03-16 12:33:41.310667,Deferred
4234,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-03-15 12:33:41.310667,Deferred
4235,"The invoice generation should include the donor's details, the donation date, and the donation details.",General User,15,Should Have,,9.5,Medium,Planning,2017-03-14 12:33:41.310667,Approved
4236,The invoice should display the donation amount and any applicable taxes or fees.,General User,13,Should Have,,9.3,Medium,Planning,2017-03-13 12:33:41.310667,Approved
4237,The invoice should provide instructions for tax receipt issuance.,General User,9,Should Have,,8.9,Medium,Planning,2017-03-12 12:33:41.310667,Approved
4238,The invoice should be downloadable in PDF format.,General User,8,Should Have,,8.8,Medium,Planning,2017-03-11 12:33:41.310667,Approved
4239,The invoice should allow us to add thank-you messages or updates.,General User,11,Should Have,,9.1,Medium,Planning,2017-03-10 12:33:41.310667,Approved
4240,"224. As a retailer, I want to generate an invoice for the products I purchased from a supplier, so that I can verify the order and reconcile the payment.",General User,29,Won’t Have,,7.9,Low,Planning,2017-03-09 12:33:41.310667,Deferred
4241,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-03-08 12:33:41.310667,Deferred
4242,"The invoice generation should include the supplier's details, the purchase date, and the product details.",General User,15,Should Have,,9.5,Medium,Planning,2017-03-07 12:33:41.310667,Approved
4243,"The invoice should display the total cost, including any applicable taxes and discounts.",General User,13,Should Have,,9.3,Medium,Planning,2017-03-06 12:33:41.310667,Approved
4244,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-03-05 12:33:41.310667,Approved
4245,The invoice should be downloadable in PDF format.,General User,8,Should Have,,8.8,Medium,Planning,2017-03-04 12:33:41.310667,Approved
4246,The invoice should allow me to reconcile it with the purchase order and payment records.,General User,15,Should Have,,9.5,Medium,Planning,2017-03-03 12:33:41.310667,Approved
4247,"225. As a service provider, I want to generate an invoice for the monthly subscription fee my client pays, so that I can confirm the payment and keep track of their account status.",General User,33,Won’t Have,,8.3,Low,Planning,2017-03-02 12:33:41.310667,Deferred
4248,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-03-01 12:33:41.310667,Deferred
4249,"The invoice generation should include the client's details, the subscription period, and the subscription details.",General User,15,Should Have,,9.5,Medium,Planning,2017-02-28 12:33:41.310667,Approved
4250,The invoice should display the subscription fee and any applicable taxes or fees.,General User,13,Should Have,,9.3,Medium,Planning,2017-02-27 12:33:41.310667,Approved
4251,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-02-26 12:33:41.310667,Approved
4252,The invoice should be customizable with my logo and branding.,General User,10,Should Have,,9.0,Medium,Planning,2017-02-25 12:33:41.310667,Approved
4253,"The invoice should allow me to track payment status and send reminders, if needed.",General User,14,Should Have,,9.4,Medium,Planning,2017-02-24 12:33:41.310667,Approved
4254,"226. As a landlord, I want to generate an invoice for the rent payment my tenant makes, so that I can confirm the payment and keep track of their account status.",General User,31,Won’t Have,,8.1,Low,Planning,2017-02-23 12:33:41.310667,Deferred
4255,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-02-22 12:33:41.310667,Deferred
4256,"The invoice generation should include the tenant's details, the rental period, and the rental details.",General User,15,Should Have,,9.5,Medium,Planning,2017-02-21 12:33:41.310667,Approved
4257,The invoice should display the rent amount and any applicable fees or charges.,General User,13,Should Have,,9.3,Medium,Planning,2017-02-20 12:33:41.310667,Approved
4258,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-02-19 12:33:41.310667,Approved
4259,The invoice should be customizable with my logo and branding.,General User,10,Should Have,,9.0,Medium,Planning,2017-02-18 12:33:41.310667,Approved
4260,"The invoice should allow me to track payment status and send reminders, if needed.",General User,14,Should Have,,9.4,Medium,Planning,2017-02-17 12:33:41.310667,Approved
4261,"227. As a consultant, I want to generate an invoice for the project I completed for a client, so that I can bill them for my services and get paid for my work.",General User,33,Won’t Have,,8.3,Low,Planning,2017-02-16 12:33:41.310667,Deferred
4262,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-02-15 12:33:41.310667,Deferred
4263,"The invoice generation should include the client's details, the project date, and the project details.",General User,15,Should Have,,9.5,Medium,Planning,2017-02-14 12:33:41.310667,Approved
4264,"The invoice should display the hourly rate or project fee, and the total amount due.",General User,15,Should Have,,9.5,Medium,Planning,2017-02-13 12:33:41.310667,Approved
4265,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-02-12 12:33:41.310667,Approved
4266,The invoice should be customizable with my logo and branding.,General User,10,Should Have,,9.0,Medium,Planning,2017-02-11 12:33:41.310667,Approved
4267,"The invoice should allow me to track payment status and send reminders, if needed.",General User,14,Should Have,,9.4,Medium,Planning,2017-02-10 12:33:41.310667,Approved
